id,accountId,userId,deptId,entered,dayDate,shift,chargecount,techcount,aptechcount,seccount,sittercount,antecount,ldcount,ocount,acs,am1,awcm,obed,obed1,ev,scs,cr,pt,ccs,ps1,pp,avariance,lvariance,nvariance,note,atotal,ltotal,aproductivity,lproductivity,nproductivity,oneto1,oneto2,oneto3,oneto4,oneto5,oneto6,oneto7,whpPlan,skill1val,skill2val,skill3val,skill4val,skill5val,skill6val,addResourceHrs,twoto1,procedureCount,actualWHP,actualWHPimport,plannedHours,plannedProcs,admits,transfers,discharges,customChurn,budgetValue,churnValue,visits,totalHours,customNurse,otherNurse2,otherNurse1,oneto8,oneto9,hrsVariance,hrsVarianceActual,activeRecord,censusTotal,planSubmitted,nid,enterpriseId,accountName,prodIndicator,displayProd,prodMeasure,inshiftProd,modalPage,hppd,dept,shiftsperDay,thresholdHigh,rnThreshold,activeDept,thresholdLow,newDate,escalationNote,escalationType,escalationId,viewPage,shiftName,first_init,last_name
107083,19,0,275,"0000-00-00 00:00:00",2019-09-12,26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107083,0,"Paradise Valley",0,1,1,0,tj.editNEW,4.8000,"NB Nursery 65320",4,105.000,4,1,95.000,09/12/19,,,0,v.php?i=,1:00pm,,
107082,19,0,275,"0000-00-00 00:00:00",2019-09-12,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107082,0,"Paradise Valley",0,1,1,0,tj.editNEW,4.8000,"NB Nursery 65320",4,105.000,4,1,95.000,09/12/19,,,0,v.php?i=,5:00pm,,
107041,19,0,273,"0000-00-00 00:00:00",2019-09-12,52,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107041,0,"Paradise Valley",0,1,1,2,tj.editNEW,17.0000,"OB Unit 64000",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,,
107068,19,0,273,"0000-00-00 00:00:00",2019-09-12,42,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107068,0,"Paradise Valley",0,1,1,2,tj.editNEW,17.0000,"OB Unit 64000",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,5:00am,,
107070,19,0,273,"0000-00-00 00:00:00",2019-09-12,26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107070,0,"Paradise Valley",0,1,1,2,tj.editNEW,17.0000,"OB Unit 64000",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,1:00pm,,
107069,19,0,273,"0000-00-00 00:00:00",2019-09-12,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107069,0,"Paradise Valley",0,1,1,2,tj.editNEW,17.0000,"OB Unit 64000",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,5:00pm,,
107034,19,368,235,"2019-09-12 01:18:19",2019-09-12,52,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,7,0,0.00,0.00,119.00,0,0,0,0,0,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,1,0,0,0,0,-3.800,0.000,1,0,0,107034,0,"Paradise Valley",0,1,1,2,tj.editNEW,10.2000,"Psych 2 South - BV 63403",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,p,
107035,19,368,235,"2019-09-12 10:59:16",2019-09-12,36,0.5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,1.000,"4 line of sights.",8,0,0.00,0.00,75.60,0,0,0,0,0,8,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,1,0,0,8.800,0.000,1,0,0,107035,0,"Paradise Valley",0,1,1,2,tj.editNEW,10.2000,"Psych 2 South - BV 63403",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,8:00am,p,
107036,19,0,235,"0000-00-00 00:00:00",2019-09-12,20,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107036,0,"Paradise Valley",0,1,1,2,tj.editNEW,10.2000,"Psych 2 South - BV 63403",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,4:00pm,,
107042,19,367,237,"2019-09-12 12:13:27",2019-09-12,52,2.0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,"303-LVN-self-harm bx
326-CNA-high fall risk
339-MHW-DTS/DTO/AWOL risk",31,0,0.00,0.00,143.20,0,0,0,0,0,31,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,2,0,0,0,0,-41.433,0.000,1,0,0,107042,0,"Paradise Valley",0,1,1,0,tj.editNEW,13.3000,"Psych 3E 63400-63405",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,p,
107045,19,367,237,"2019-09-12 11:25:42",2019-09-12,36,2.0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.000,0,-1.000,,32,0,0.00,0.00,98.50,0,0,0,0,0,32,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,3,0,5,0,0,2.133,0.000,1,0,0,107045,0,"Paradise Valley",0,1,1,0,tj.editNEW,13.3000,"Psych 3E 63400-63405",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,8:00am,p,
107043,19,0,237,"0000-00-00 00:00:00",2019-09-12,20,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107043,0,"Paradise Valley",0,1,1,0,tj.editNEW,13.3000,"Psych 3E 63400-63405",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,4:00pm,,
107039,19,504,236,"2019-09-12 01:08:00",2019-09-12,52,1.0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,1.000,"(1)MHW as Sitter for 1:1 patient with high suicide risk and monitoring for danger to others and assaultive behavior.",22,0,0.00,0.00,119.20,0,0,0,0,0,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,-10.733,0.000,1,0,0,107039,0,"Paradise Valley",0,1,1,2,tj.editNEW,9.1000,"Psych Acute Adult - 3rd Flr BV 63404",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,p,
107037,19,504,236,"2019-09-12 11:04:13",2019-09-12,36,1.0,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,1.000,"15 line of sights and 1 one to one.",24,0,0.00,0.00,91.00,0,0,0,0,0,24,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,7.200,0.000,1,0,0,107037,0,"Paradise Valley",0,1,1,2,tj.editNEW,9.1000,"Psych Acute Adult - 3rd Flr BV 63404",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,8:00am,p,
107038,19,0,236,"0000-00-00 00:00:00",2019-09-12,20,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107038,0,"Paradise Valley",0,1,1,2,tj.editNEW,9.1000,"Psych Acute Adult - 3rd Flr BV 63404",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,4:00pm,,
107047,19,371,238,"2019-09-12 01:16:19",2019-09-12,52,0.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,1.000,"(1)MHW as sitter for high suicidal risk patient.",6,0,0.00,0.00,72.40,0,0,0,0,0,6,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.667,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,8.467,0.000,1,0,0,107047,0,"Paradise Valley",0,1,1,2,tj.editNEW,11.1000,"Psych Exempt 2N - BV 63406-63412",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,p,
107048,19,371,238,"2019-09-12 11:01:51",2019-09-12,36,0.5,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,"4 line of sights.1 one to one for active suicide thoughts.",9,0,0.00,0.00,86.10,0,0,0,0,0,9,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.667,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,5.367,0.000,1,0,0,107048,0,"Paradise Valley",0,1,1,2,tj.editNEW,11.1000,"Psych Exempt 2N - BV 63406-63412",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,8:00am,p,
107049,19,0,238,"0000-00-00 00:00:00",2019-09-12,20,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107049,0,"Paradise Valley",0,1,1,2,tj.editNEW,11.1000,"Psych Exempt 2N - BV 63406-63412",3,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,4:00pm,,
107052,19,372,239,"2019-09-12 01:55:10",2019-09-12,52,1.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,9,0,0.00,0.00,121.60,0,0,0,0,9,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,8.060,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,-5.620,0.000,1,0,0,107052,0,"Paradise Valley",0,1,1,0,tj.editNEW,14.0800,"Rehabilitation Care 64400",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,p,
107053,19,372,239,"2019-09-12 08:59:05",2019-09-12,38,1.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,9,0,0.00,0.00,83.20,0,0,0,0,9,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,8.060,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,6.380,0.000,1,0,0,107053,0,"Paradise Valley",0,1,1,0,tj.editNEW,14.0800,"Rehabilitation Care 64400",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,7:00am,p,
107054,19,0,239,"0000-00-00 00:00:00",2019-09-12,26,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107054,0,"Paradise Valley",0,1,1,0,tj.editNEW,14.0800,"Rehabilitation Care 64400",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,1:00pm,,
107050,19,0,239,"0000-00-00 00:00:00",2019-09-12,14,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107050,0,"Paradise Valley",0,1,1,0,tj.editNEW,14.0800,"Rehabilitation Care 64400",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,7:00pm,,
107020,19,366,231,"2019-09-12 08:02:51",2019-09-12,52,1.0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,26,0,0.00,0.00,103.60,0,0,0,26,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,1,0,0,0,0,-2.700,0.000,1,0,0,107020,0,"Paradise Valley",0,1,1,0,tj.editNEW,11.8000,"Telemetry Unit 61701",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,12:00am,p,
107021,19,366,231,"2019-09-12 08:03:51",2019-09-12,38,1.0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,26,0,0.00,0.00,89.20,0,0,0,26,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,1,0,1,0,0,9.300,0.000,1,0,0,107021,0,"Paradise Valley",0,1,1,0,tj.editNEW,11.8000,"Telemetry Unit 61701",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,7:00am,p,
107022,19,366,231,"2019-09-12 12:36:33",2019-09-12,26,1.0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,28,0,0.00,0.00,89.80,0,0,0,28,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,2.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,1,0,2,0,0,9.400,0.000,1,0,0,107022,0,"Paradise Valley",0,1,1,0,tj.editNEW,11.8000,"Telemetry Unit 61701",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,1:00pm,p,
107023,19,0,231,"0000-00-00 00:00:00",2019-09-12,14,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0.000,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0,0.000,0.000,0.000,0.00,0.000,0,0,0,0,0.00,0.00,0,0.00,0,0,0,0,0,0.000,0.000,0,0,0,107023,0,"Paradise Valley",0,1,1,0,tj.editNEW,11.8000,"Telemetry Unit 61701",4,105.000,3,1,95.000,09/12/19,,,0,v.php?i=,7:00pm,,
